rep,n,bin,method,bias,variance,rmse,binlabel
53,25,0,Cal,-0.019474223190176297,0.006614018789076624,0.08362573860921901,0-1000
53,25,1,Cal,-0.02282605399904166,0.00836920647317208,0.09428804385678624,1000-10000
53,25,2,Cal,-0.0007892282257200606,0.006795276081342825,0.08243724256993983,10000-100000
53,25,3,Cal,0.0034496639201759484,0.0030593134734049933,0.055418531689022194,100000-1000000
54,5,0,Cal,0.02495222828701302,0.052740519821679564,0.23100461795853083,0-1000
54,5,1,Cal,0.03338174046646866,0.05089014948127296,0.22804492995426062,1000-10000
54,5,2,Cal,0.07115809676966248,0.04318135787100895,0.21964706373382184,10000-100000
54,5,3,Cal,0.09865760032189878,0.05757675616216022,0.25944185911960266,100000-1000000
54,10,0,Cal,0.0018944851802464436,0.023184222256248648,0.15227544559234368,0-1000
54,10,1,Cal,-0.006808600916564422,0.02951243394998035,0.17192670239500724,1000-10000
54,10,2,Cal,0.02350894121192854,0.022282453460468348,0.15111295039596792,10000-100000
54,10,3,Cal,0.031073034103262513,0.011572790551790946,0.11197465784798567,100000-1000000
54,25,0,Cal,-0.015344855428580892,0.007895818881572226,0.09017362956927194,0-1000
54,25,1,Cal,-0.021962521842044166,0.009401490483687594,0.0994175178192951,1000-10000
54,25,2,Cal,-0.0011667116022884433,0.004157083753434275,0.06448600599662836,10000-100000
54,25,3,Cal,0.012594048129523654,0.0032513809226835133,0.05839512797290774,100000-1000000
55,5,0,Cal,0.0026902144918432556,0.05352122334912301,0.23136218490309762,0-1000
55,5,1,Cal,0.016639372728694073,0.04921359107259623,0.22246451356879515,1000-10000
55,5,2,Cal,0.06929024162982578,0.0532188626052361,0.24087341113197974,10000-100000
55,5,3,Cal,0.0738237561077216,0.04015558583250741,0.21355451949879162,100000-1000000
55,10,0,Cal,0.01259354167614912,0.023747454401651255,0.15461581967444393,0-1000
55,10,1,Cal,0.007750181899125454,0.023243005735335845,0.15265343446776877,1000-10000
55,10,2,Cal,0.027669203228283104,0.0242137860703995,0.15804863453281567,10000-100000
55,10,3,Cal,0.029147307711875143,0.011569104982104016,0.11143908887349516,100000-1000000
55,25,0,Cal,-0.015498502619035816,0.00815881397448044,0.0916461540814054,0-1000
55,25,1,Cal,-0.010722759833639833,0.006250721340343463,0.07978533022300141,1000-10000
55,25,2,Cal,-0.0009366777580828822,0.006139423012406857,0.07836006876993756,10000-100000
55,25,3,Cal,0.00891396011704521,0.0039820279030157125,0.06372979356614915,100000-1000000
56,5,0,Cal,0.04040161834888039,0.07086004231570577,0.26924400286898564,0-1000
56,5,1,Cal,0.01538713256298215,0.057719019437434675,0.2407400741171803,1000-10000
56,5,2,Cal,0.07984646567387332,0.0558848724981282,0.24952020074282008,10000-100000
56,5,3,Cal,0.07435705395489094,0.039664744797402056,0.21258813765178108,100000-1000000
56,10,0,Cal,-0.001290556197312368,0.029323866294864318,0.17124699071856048,0-1000
56,10,1,Cal,-0.004027936513378396,0.028825025674391935,0.16982711781970436,1000-10000
56,10,2,Cal,0.0005731159696762447,0.012237052771827829,0.11062269764267425,10000-100000
56,10,3,Cal,0.027487904753879883,0.014065929572886977,0.12174364246499834,100000-1000000
56,25,0,Cal,-0.0024153000371066736,0.011625948922250497,0.10785074221589644,0-1000
56,25,1,Cal,0.0038327913390945323,0.00971361923268181,0.09863219313252063,1000-10000
56,25,2,Cal,0.005173246345319308,0.005569018104479399,0.07480495025216419,10000-100000
56,25,3,Cal,0.009573388062154917,0.003491236807427431,0.05985721816469624,100000-1000000
57,5,0,Cal,0.020319368145696737,0.06730330646858271,0.26022333329358277,0-1000
57,5,1,Cal,0.037636766093652935,0.055504181701389224,0.2385806108286622,1000-10000
57,5,2,Cal,0.07725917195266234,0.04638180988558268,0.22880294914269295,10000-100000
57,5,3,Cal,0.08338493441786689,0.04587884619451625,0.22985189466782346,100000-1000000
57,10,0,Cal,-0.03559531022200397,0.02049812213069063,0.14753016044352196,0-1000
57,10,1,Cal,-0.011081347565987231,0.02419683577022556,0.15594752974671888,1000-10000
57,10,2,Cal,0.01978123683381346,0.01703659599106252,0.13201474660710424,10000-100000
57,10,3,Cal,0.02975947075695457,0.011923861129606608,0.11317900524982821,100000-1000000
57,25,0,Cal,-0.019239038738543025,0.007903469238036746,0.09095938571483377,0-1000
57,25,1,Cal,-0.01583391728401444,0.007066837679547353,0.08554268300739908,1000-10000
57,25,2,Cal,-0.0019737021126144372,0.004573518914608487,0.0676565918047741,10000-100000
57,25,3,Cal,0.01236889778184521,0.0033786468423295324,0.059427573353345566,100000-1000000
58,5,0,Cal,0.047571169350156026,0.07026922277776555,0.26931809989509947,0-1000
58,5,1,Cal,0.05186714810184547,0.06183515446319135,0.254018415701323,1000-10000
58,5,2,Cal,0.08835216816980365,0.06748233274330005,0.27438738739892055,10000-100000
58,5,3,Cal,0.07596103847481174,0.044432494728607635,0.2240593093240704,100000-1000000
58,10,0,Cal,-0.006942011435916417,0.037166946559246995,0.19291225487776403,0-1000
58,10,1,Cal,0.018583243954990405,0.03234361689683256,0.1808008679534566,1000-10000
58,10,2,Cal,0.025466260859500302,0.021469933445074318,0.14872277528085076,10000-100000
58,10,3,Cal,0.03625826865025257,0.018942811142622636,0.14232875039195886,100000-1000000
58,25,0,Cal,-0.006983049024232648,0.008063086612832521,0.09006580697749483,0-1000
58,25,1,Cal,-0.015953629010886167,0.009151353832279491,0.09698387552009087,1000-10000
58,25,2,Cal,0.006199898009525579,0.007990933038200213,0.08960676187391625,10000-100000
58,25,3,Cal,0.007593699850279644,0.0030540557435738093,0.05578279323402465,100000-1000000
59,5,0,Cal,0.017638625832876495,0.050743407744850234,0.22595249249814098,0-1000
59,5,1,Cal,0.0409247627693747,0.06726542539579058,0.2625647760144536,1000-10000
59,5,2,Cal,0.07951944158818426,0.05377213347316436,0.24514378446875013,10000-100000
59,5,3,Cal,0.08695552300251146,0.05153968238669362,0.2431068599758837,100000-1000000
59,10,0,Cal,-0.03542457963009208,0.02421617946246995,0.1595966174592641,0-1000
59,10,1,Cal,-0.0168178468306946,0.02276337244690114,0.15180979026045008,1000-10000
59,10,2,Cal,0.016234586401802833,0.01813309334895483,0.13563426980152335,10000-100000
59,10,3,Cal,0.024711455845179076,0.008409244760347476,0.09497315836769729,100000-1000000
59,25,0,Cal,-0.01931099075565081,0.008342852961423022,0.0933582740060454,0-1000
59,25,1,Cal,-0.007864438449031317,0.006571939392919177,0.08144807416408187,1000-10000
59,25,2,Cal,0.002075800601396941,0.004833555049412046,0.0695547553913376,10000-100000
59,25,3,Cal,0.007195118107703972,0.003053071064051941,0.05572109823608783,100000-1000000
60,5,0,Cal,0.08087084353925907,0.06639100603397337,0.2700575852827035,0-1000
60,5,1,Cal,0.05228073270627639,0.07303969311397764,0.27526890148776845,1000-10000
60,5,2,Cal,0.06572444806491354,0.05277346848246329,0.23894177440519018,10000-100000
60,5,3,Cal,0.08671057983117889,0.04221637947182147,0.22301368596227614,100000-1000000
60,10,0,Cal,-0.009286124107585563,0.02671828213839868,0.16372084240969492,0-1000
60,10,1,Cal,0.005217120339114327,0.024424144490194546,0.15636931551563224,1000-10000
60,10,2,Cal,0.011613400443284587,0.013295146315459616,0.11588795185572873,10000-100000
60,10,3,Cal,0.022735622238812994,0.013620506715017149,0.11890086304818463,100000-1000000
60,25,0,Cal,-0.018119446271679586,0.010648906726248688,0.1047722342008653,0-1000
60,25,1,Cal,-0.007078978910797711,0.011815896144037134,0.10893120804643935,1000-10000
60,25,2,Cal,-0.008307552418874964,0.004577228183645144,0.06816335973848046,10000-100000
60,25,3,Cal,0.0072395022932545084,0.0025487736172462904,0.051001803994567954,100000-1000000
61,5,0,Cal,0.059981244383541785,0.07109847595982248,0.273306102452215,0-1000
61,5,1,Cal,0.052976040085036466,0.05820849114024485,0.24701204821493272,1000-10000
61,5,2,Cal,0.07391868208432388,0.05232412141855584,0.24039154099019205,10000-100000
61,5,3,Cal,0.09475709846469463,0.04588750585986605,0.23423580761556054,100000-1000000
61,10,0,Cal,-0.028293618295151538,0.025157889489363598,0.16111616407299217,0-1000
61,10,1,Cal,0.0021753310754558247,0.0247588964350936,0.1573646354819959,1000-10000
61,10,2,Cal,0.019305943828964542,0.02015498208870474,0.1432749160035764,10000-100000
61,10,3,Cal,0.03208208883492617,0.012501517326384933,0.11632187133293992,100000-1000000
61,25,0,Cal,-0.022688106957627543,0.007550451257373393,0.08980646666412247,0-1000
61,25,1,Cal,-0.009982903098112597,0.009310083664204981,0.09700382476207466,1000-10000
61,25,2,Cal,0.00302745090151236,0.006603622944393387,0.08131905313857543,10000-100000
61,25,3,Cal,0.009961271773772904,0.003655374584841531,0.061274803306028615,100000-1000000
62,5,0,Cal,0.009083612511459952,0.0630856669611826,0.2513328052153975,0-1000
62,5,1,Cal,0.01599168487846159,0.049628907827529,0.22334870004721544,1000-10000
62,5,2,Cal,0.06379340266060356,0.054093552328564845,0.2411703766045547,10000-100000
62,5,3,Cal,0.0939075246108545,0.05344147766740658,0.24951974039331,100000-1000000
62,10,0,Cal,-0.003579591103810071,0.024776603868616007,0.15744655391937445,0-1000
62,10,1,Cal,0.008577023637085714,0.026229380237353786,0.1621818287349878,1000-10000
62,10,2,Cal,0.026195574289865776,0.017423195423055263,0.13457118389696637,10000-100000
62,10,3,Cal,0.04161708175615544,0.019181227997330286,0.14461400171224367,100000-1000000
62,25,0,Cal,-0.018695341627644836,0.00994033532612842,0.10143890340842003,0-1000
62,25,1,Cal,0.003182862236089214,0.01024429460748339,0.10126413589962298,1000-10000
62,25,2,Cal,-0.001326800671178085,0.00657329134283718,0.0810866927606387,10000-100000
62,25,3,Cal,0.013549131740744855,0.0038179965946011515,0.06325800791622521,100000-1000000
63,5,0,Cal,0.030359658248086157,0.07081843300548715,0.26784350254286127,0-1000
63,5,1,Cal,0.02910766408910498,0.06729118886244277,0.26103341734568575,1000-10000
63,5,2,Cal,0.06790347044618136,0.0480303785145028,0.22943683185822242,10000-100000
63,5,3,Cal,0.08210366404145994,0.04002062955856653,0.21624440156359992,100000-1000000
63,10,0,Cal,-0.009684887097018065,0.02651134769728448,0.1631108357386672,0-1000
63,10,1,Cal,0.008459714804928175,0.02294766135123733,0.15172088889081176,1000-10000
63,10,2,Cal,0.01721541276218441,0.017631657433500883,0.13389558570047508,10000-100000
63,10,3,Cal,0.03166282784555394,0.018034204336992928,0.1379736895359768,100000-1000000
63,25,0,Cal,-0.030148747378623688,0.008081050409565502,0.09481559670257617,0-1000
63,25,1,Cal,-0.02234949848819247,0.006858410765198994,0.08577826559142306,1000-10000
63,25,2,Cal,-0.007400570970728848,0.004358159873655568,0.06642987523959655,10000-100000
63,25,3,Cal,0.007823436604572253,0.002445819810702603,0.05007021041505981,100000-1000000
64,5,0,Cal,-0.0011542865711050936,0.0640938290185925,0.25317022217488516,0-1000
64,5,1,Cal,0.01638202478717174,0.05504607756095834,0.2351902385242335,1000-10000
64,5,2,Cal,0.06546430281131663,0.049303737353414916,0.23149365497997276,10000-100000
64,5,3,Cal,0.07751492770941733,0.04314935272895897,0.2217158468552827,100000-1000000
64,10,0,Cal,-0.04271235578018743,0.0284172057481451,0.17390098068854704,0-1000
64,10,1,Cal,-0.009757022401145031,0.027885944080283897,0.16727565144521286,1000-10000
64,10,2,Cal,0.011579049434548457,0.020355722624591358,0.14314257581306505,10000-100000
64,10,3,Cal,0.02415748223573408,0.013693318421804138,0.11948599235799126,100000-1000000
64,25,0,Cal,-0.02355269741742495,0.008016004406858197,0.09257825858426466,0-1000
64,25,1,Cal,-0.009795530519108907,0.0075108363982282315,0.08721690671182408,1000-10000
64,25,2,Cal,0.00138490557101344,0.008767927982969293,0.09364745563233375,10000-100000
64,25,3,Cal,0.008659299031477526,0.0031958686910293545,0.05719136430219078,100000-1000000
65,5,0,Cal,0.016713249130763094,0.057406453330217794,0.24017865439444186,0-1000
65,5,1,Cal,0.03686241241806558,0.08506669732144805,0.2939822014522777,1000-10000
65,5,2,Cal,0.07643639055127183,0.05543246761737863,0.2475378545149917,10000-100000
65,5,3,Cal,0.0886919976868152,0.04032714726423052,0.21952999275249055,100000-1000000
65,10,0,Cal,-0.0009572203417581021,0.021845282570593517,0.14780459682085734,0-1000
65,10,1,Cal,-0.009988234795332658,0.028857562755648852,0.17016852702534493,1000-10000
65,10,2,Cal,0.015524561678658011,0.016031272438455375,0.12756286471293216,10000-100000
65,10,3,Cal,0.028031890950701507,0.015242745108725928,0.12660383887938764,100000-1000000
65,25,0,Cal,-0.019885502728068896,0.008996999046719308,0.09691456167917875,0-1000
65,25,1,Cal,-0.017078990161234108,0.007466027520241345,0.08807791678490628,1000-10000
65,25,2,Cal,0.0013100108733389325,0.004268255365958134,0.06534501889544757,10000-100000
65,25,3,Cal,0.00856524960737226,0.002926354003236159,0.054769676866608864,100000-1000000
66,5,0,Cal,0.01532256162054717,0.06949580746917626,0.264065500139249,0-1000
66,5,1,Cal,0.04872241748063736,0.07650841795436536,0.2808599151169901,1000-10000
66,5,2,Cal,0.051623138835171216,0.03866314600153281,0.20329312448956108,10000-100000
66,5,3,Cal,0.0695079607990507,0.03555798359010079,0.20097099344070316,100000-1000000
66,10,0,Cal,-0.023214383530025903,0.021142735817730154,0.14724687915337728,0-1000
66,10,1,Cal,-0.008034612786726533,0.01772797047680518,0.13338862574986599,1000-10000
66,10,2,Cal,0.009060825739182501,0.014193056884351738,0.11947868197895209,10000-100000
66,10,3,Cal,0.026583597069165545,0.010595061900166871,0.10630968692128961,100000-1000000
66,25,0,Cal,-0.016817533750623382,0.010324722076149682,0.10299296829202971,0-1000
66,25,1,Cal,-0.008038791193547555,0.009113568502970158,0.09580287400085456,1000-10000
66,25,2,Cal,-0.005272288337325895,0.005352101130443553,0.07334778902431521,10000-100000
66,25,3,Cal,0.009988470564047067,0.0031882111912007066,0.057340916764641474,100000-1000000
67,5,0,Cal,0.0007819465631742256,0.05838201064736175,0.24162496164053376,0-1000
67,5,1,Cal,0.05123551335049243,0.06348521842021043,0.2571192257465375,1000-10000
67,5,2,Cal,0.07013976381110344,0.050191893066282814,0.23475834284165534,10000-100000
67,5,3,Cal,0.07806992372392876,0.04410503991505277,0.22405345992711834,100000-1000000
67,10,0,Cal,-0.015271907363721512,0.026197443337486012,0.16257513491309827,0-1000
67,10,1,Cal,0.0052371275494742875,0.027535037259019277,0.1660194710387572,1000-10000
67,10,2,Cal,0.02311382177923887,0.017059701027282166,0.132642187046673,10000-100000
67,10,3,Cal,0.032690205702556235,0.01683197033410746,0.1337931981940147,100000-1000000
67,25,0,Cal,-0.018305144115271402,0.00648246927348753,0.08256844175935735,0-1000
67,25,1,Cal,-0.01112557303557057,0.007390760413504407,0.08668643947512333,1000-10000
67,25,2,Cal,-0.005112709837777062,0.00572776113374995,0.0758544720872491,10000-100000
67,25,3,Cal,0.004723619703313248,0.0028632048965234356,0.053717012943991636,100000-1000000
68,5,0,Cal,0.062146892215298684,0.06008266159043635,0.25287328408207993,0-1000
68,5,1,Cal,0.0902114359954311,0.07364948116189747,0.2859852869401768,1000-10000
68,5,2,Cal,0.09027594176309812,0.06268681728600117,0.2661513910300216,10000-100000
68,5,3,Cal,0.09401386242355309,0.04647634534851367,0.23519130867510482,100000-1000000
68,10,0,Cal,-0.03168667009328784,0.031330958212323734,0.17981936290045242,0-1000
68,10,1,Cal,0.006051518336368448,0.026385434290007538,0.1625486239996603,1000-10000
68,10,2,Cal,0.019827078667941197,0.020774063664651763,0.14548943849350884,10000-100000
68,10,3,Cal,0.03182902334842644,0.01370902412363219,0.12133470587983829,100000-1000000
68,25,0,Cal,-0.013686282325903888,0.00807712501920132,0.09090896184153502,0-1000
68,25,1,Cal,-0.018113638454834383,0.007929588923314712,0.09087184834362712,1000-10000
68,25,2,Cal,-0.005717305685642267,0.006492811596424723,0.0807805618990596,10000-100000
68,25,3,Cal,-0.0002325305891503008,0.0023617955816605334,0.04859886472064367,100000-1000000
69,5,0,Cal,-0.009508844701191711,0.0617903894074641,0.24875853258735764,0-1000
69,5,1,Cal,0.041027864660134285,0.06535883106208404,0.2589249249119411,1000-10000
69,5,2,Cal,0.05876070800516185,0.04326376297570365,0.2161401947370538,10000-100000
69,5,3,Cal,0.09433094679595116,0.057885405707348764,0.25842548874050586,100000-1000000
69,10,0,Cal,-0.011699713500077926,0.022812235396944755,0.15148966530073482,0-1000
69,10,1,Cal,0.009030141948643731,0.02588812369756126,0.1611510693764516,1000-10000
69,10,2,Cal,0.02190506331832841,0.02003346976264412,0.14322465416828242,10000-100000
69,10,3,Cal,0.03153970699665918,0.009670056330724383,0.10327056428701982,100000-1000000
69,25,0,Cal,-0.015580177818603914,0.010547686591067454,0.10387698749928577,0-1000
69,25,1,Cal,-0.01202833808348355,0.00918402664887676,0.09658523472005097,1000-10000
69,25,2,Cal,0.01058824464227023,0.0061233952933071765,0.07896522157197902,10000-100000
69,25,3,Cal,0.010867769695186508,0.005371206112163554,0.07408990842423258,100000-1000000
70,5,0,Cal,-0.006138987558131526,0.05784644879525514,0.24059122170913477,0-1000
70,5,1,Cal,0.031877323678809126,0.06483531359921664,0.2566154269800244,1000-10000
70,5,2,Cal,0.08260977316053358,0.05350239457179733,0.24561508339968077,10000-100000
70,5,3,Cal,0.10105995904721786,0.054219636691628964,0.2538360731146271,100000-1000000
70,10,0,Cal,-0.029513698996747387,0.0230873235586766,0.15478495400763992,0-1000
70,10,1,Cal,-0.009758673074054905,0.022585781308253103,0.15060216800703563,1000-10000
70,10,2,Cal,0.010310432821289503,0.018998367027273557,0.138219651469087,10000-100000
70,10,3,Cal,0.03197079012625394,0.01749702247639946,0.13608509800009858,100000-1000000
70,25,0,Cal,-0.011688472654598435,0.007071339095255944,0.08489970252158273,0-1000
70,25,1,Cal,-0.010282102640887964,0.0067649420731274714,0.08288946680878836,1000-10000
70,25,2,Cal,0.0031508806367341524,0.0052282693418258305,0.07237539216206552,10000-100000
70,25,3,Cal,0.012272653951604129,0.005349284879604922,0.07416133031857469,100000-1000000
71,5,0,Cal,0.034167673645450314,0.04896272695470291,0.2238976482168692,0-1000
71,5,1,Cal,0.027825757164988817,0.07583970517063321,0.2767923010714679,1000-10000
71,5,2,Cal,0.06914910324419744,0.04840899049796691,0.23063085001240313,10000-100000
71,5,3,Cal,0.08426903500419948,0.047482286720407225,0.23363124144888292,100000-1000000
71,10,0,Cal,-0.0029070459613722765,0.027361714749702816,0.1654393111262385,0-1000
71,10,1,Cal,0.002009170278387437,0.027680821426485223,0.16638767439835433,1000-10000
71,10,2,Cal,0.024727346967944097,0.016301361717364193,0.13004923454383455,10000-100000
71,10,3,Cal,0.03498662836672095,0.01543985760953259,0.1290888135122623,100000-1000000
71,25,0,Cal,-0.01680051273590597,0.006751623350206892,0.083868233428374,0-1000
71,25,1,Cal,-0.0023677394991602234,0.008520997619125706,0.09233961126982065,1000-10000
71,25,2,Cal,-0.0022647972568564404,0.005052491953234135,0.07111695479875949,10000-100000
71,25,3,Cal,0.005023219263293117,0.003150323072618223,0.05635207009849188,100000-1000000
72,5,0,Cal,0.02470661724378288,0.060575550598394985,0.24735797447025187,0-1000
72,5,1,Cal,0.030809454133123276,0.06764476573887003,0.2619045402486392,1000-10000
72,5,2,Cal,0.055314494924628636,0.04184112900472216,0.211898141458317,10000-100000
72,5,3,Cal,0.07713504877487108,0.04050315907261607,0.215529521927085,100000-1000000
72,10,0,Cal,-0.010490188959363544,0.02538315608274554,0.15966590164198707,0-1000
72,10,1,Cal,4.3809432214079184e-05,0.019283105705503588,0.1388636295967016,1000-10000
72,10,2,Cal,0.01290575247820968,0.01734874422236434,0.13234539156840014,10000-100000
72,10,3,Cal,0.03840075019249465,0.017050445632157074,0.1361068082334732,100000-1000000
72,25,0,Cal,-0.007574451012230873,0.008048247449186738,0.090031215460658,0-1000
72,25,1,Cal,-0.006932419177503956,0.010157217485210117,0.10102116570730484,1000-10000
72,25,2,Cal,0.009286775883752551,0.00788297430814344,0.08927047952407609,10000-100000
72,25,3,Cal,0.009938356127776249,0.0036080419995688116,0.060883601421822274,100000-1000000
73,5,0,Cal,0.005690701398226976,0.06028447881263456,0.24559491626464572,0-1000
73,5,1,Cal,0.028372693064848093,0.07565218340394558,0.2765089385819158,1000-10000
73,5,2,Cal,0.06766106116460459,0.05709214403798865,0.24833478056025302,10000-100000
73,5,3,Cal,0.08384224069453565,0.04322890696943416,0.2241839162253051,100000-1000000
73,10,0,Cal,-0.03167870913946719,0.03131163934392507,0.1797642343645366,0-1000
73,10,1,Cal,-0.02761727558431658,0.023975788209376115,0.1572847803192547,1000-10000
73,10,2,Cal,0.019381455368230393,0.022298636782054678,0.15057980473571278,10000-100000
73,10,3,Cal,0.01970773126433232,0.008083550641367928,0.09204317091971066,100000-1000000
73,25,0,Cal,-0.020784052222586728,0.009153968684500764,0.0979078419295001,0-1000
73,25,1,Cal,-0.021437474776704893,0.007030590524061069,0.08654568648328423,1000-10000
73,25,2,Cal,-0.0008489981178232389,0.005600579032073418,0.07484183208525487,10000-100000
73,25,3,Cal,0.006960575248938875,0.0034646415091457933,0.05927133469850273,100000-1000000
74,5,0,Cal,0.10522301109745782,0.10020594432753387,0.33358331252020024,0-1000
74,5,1,Cal,0.09704957333303418,0.08240563600781446,0.3030251733634327,1000-10000
74,5,2,Cal,0.093733160887744,0.06852386377770145,0.2780463436690171,10000-100000
74,5,3,Cal,0.09802129626912802,0.0536695015726606,0.2515505438176208,100000-1000000
74,10,0,Cal,-0.025421989242438575,0.020697227124610043,0.14609416368100644,0-1000
74,10,1,Cal,-0.006860770381806744,0.024022079417952934,0.15514235265776014,1000-10000
74,10,2,Cal,0.015526393852390893,0.018024431434076612,0.13514991801749704,10000-100000
74,10,3,Cal,0.031135691742243107,0.014546388175587878,0.12456251232154826,100000-1000000
74,25,0,Cal,-0.014392092112488299,0.008115450888903124,0.09122819303415734,0-1000
74,25,1,Cal,-0.01914901091559866,0.00998920821660656,0.10176390733286668,1000-10000
74,25,2,Cal,-0.0028703670376350053,0.004792733258178709,0.06928904866650609,10000-100000
74,25,3,Cal,0.00746251188564488,0.0030997948528592245,0.0561736943462206,100000-1000000
75,5,0,Cal,0.01202749010367248,0.06405968412291543,0.25338576250671496,0-1000
75,5,1,Cal,0.04876674624432162,0.057687037688469854,0.24508209487379512,1000-10000
75,5,2,Cal,0.07755697782313804,0.05902481406875316,0.25502921181270954,10000-100000
75,5,3,Cal,0.10191973300540311,0.05491443753814092,0.2555426960686483,100000-1000000
75,10,0,Cal,-0.02542864849591613,0.02074985831009708,0.14627533788860628,0-1000
75,10,1,Cal,-0.006917736617722865,0.019541897798123684,0.1399633983512685,1000-10000
75,10,2,Cal,0.012755596260944222,0.0204464718796983,0.1435589673815973,10000-100000
75,10,3,Cal,0.02710587603502876,0.01692264391259657,0.13288104615867125,100000-1000000
75,25,0,Cal,-0.02349516371537967,0.0068705909951079416,0.08615459194448334,0-1000
75,25,1,Cal,-0.014308303405250022,0.007263687835513051,0.08641999410929013,1000-10000
75,25,2,Cal,-5.66383848548882e-05,0.005785243469604835,0.07606080907741827,10000-100000
75,25,3,Cal,0.015845491093003407,0.004302386576848525,0.06747937584793576,100000-1000000
76,5,0,Cal,0.014055313860775829,0.05812139928026643,0.2414931699406659,0-1000
76,5,1,Cal,0.03930817522520568,0.06495593426633099,0.2578780077980022,1000-10000
76,5,2,Cal,0.07545524282067875,0.049695021521890696,0.23534764751536882,10000-100000
76,5,3,Cal,0.08120301269394399,0.04529674611300736,0.22779524881695884,100000-1000000
76,10,0,Cal,0.003980820861250499,0.02667655184970985,0.163378085386135,0-1000
76,10,1,Cal,-0.0036344007436596272,0.02888425456992672,0.1699925393618562,1000-10000
76,10,2,Cal,0.029085828499866875,0.020391521822222588,0.14573094126418815,10000-100000
76,10,3,Cal,0.03052276285558512,0.013989639121913528,0.12215268386020757,100000-1000000
76,25,0,Cal,-0.016606614509182705,0.009206713980894071,0.09737809623498844,0-1000
76,25,1,Cal,-0.017051933854492298,0.008581908763522671,0.09419488952008305,1000-10000
76,25,2,Cal,-0.0033441711387241922,0.005215336114817931,0.07229467197119721,10000-100000
76,25,3,Cal,0.011008850889153134,0.004774804443812489,0.06997141731958913,100000-1000000
77,5,0,Cal,0.019234300798199846,0.06961272535309872,0.26454240431411813,0-1000
77,5,1,Cal,0.023823890797363138,0.06842237460455308,0.2626593847119835,1000-10000
77,5,2,Cal,0.06647727363978423,0.05474184778185355,0.24323049909999425,10000-100000
77,5,3,Cal,0.07666306513751964,0.041274134429634825,0.21714363906390258,100000-1000000
77,10,0,Cal,-0.017091027834854264,0.024344294984457827,0.1569598618020212,0-1000
77,10,1,Cal,-0.01641916427956428,0.022039168720877685,0.14936116522214535,1000-10000
77,10,2,Cal,0.013873441241800694,0.018514483985422183,0.13677337590814917,10000-100000
77,10,3,Cal,0.021764929417401907,0.00994823067227557,0.10208791713430172,100000-1000000
77,25,0,Cal,-0.009133832640038649,0.009517829597607323,0.09798600153237991,0-1000
77,25,1,Cal,-0.01159816036605544,0.010515481364176096,0.10319883084634648,1000-10000
77,25,2,Cal,-0.0006735009362330855,0.004812785058238451,0.06937750832762415,10000-100000
77,25,3,Cal,0.005078974677784103,0.0038999706204015704,0.06265593829940737,100000-1000000
78,5,0,Cal,0.02329000267906366,0.06039251421010849,0.2468500322764801,0-1000
78,5,1,Cal,0.03838882702786138,0.06948676129897868,0.2663840523371355,1000-10000
78,5,2,Cal,0.0719359866804652,0.0508140554758757,0.23661961384375507,10000-100000
78,5,3,Cal,0.08728539172000767,0.04740029823843158,0.23456137330376195,100000-1000000
78,10,0,Cal,-0.022817334558296577,0.025753147709990508,0.1620918827897799,0-1000
78,10,1,Cal,-0.004907113701155163,0.0232515961164044,0.1525636781192708,1000-10000
78,10,2,Cal,0.023410299890076956,0.018227283459385558,0.13702308418777068,10000-100000
78,10,3,Cal,0.03231855580637085,0.011108401724671257,0.11024015046289062,100000-1000000
78,25,0,Cal,-0.01308781460346289,0.008767009457933229,0.09454258484422691,0-1000
78,25,1,Cal,-0.029457684213129953,0.006940174048776277,0.08836248756105027,1000-10000
78,25,2,Cal,-0.004007428610988117,0.005780544005189669,0.07613542860759263,10000-100000
78,25,3,Cal,0.007918808871235965,0.003053608427677171,0.05582397300099964,100000-1000000
79,5,0,Cal,0.01542107573986431,0.05873554151573768,0.24284429392660703,0-1000
79,5,1,Cal,0.03221690741166808,0.06221483718082862,0.2515010264472108,1000-10000
79,5,2,Cal,0.06849982470863007,0.04814157820485653,0.22985605101882695,10000-100000
79,5,3,Cal,0.08629095934395263,0.047993156761394325,0.23545548714331124,100000-1000000
79,10,0,Cal,-0.018509556944455458,0.028890698478181508,0.17097749026249492,0-1000
79,10,1,Cal,-0.0013865803188340554,0.029916470706532302,0.1729693421144709,1000-10000
79,10,2,Cal,0.018790288655961978,0.02519194214049772,0.15982808604332374,10000-100000
79,10,3,Cal,0.03631715538613418,0.013310519223299717,0.12095228397446793,100000-1000000
79,25,0,Cal,-0.011008810273836071,0.008264818743324114,0.09157517483996104,0-1000
79,25,1,Cal,-0.013144597555706284,0.006995505143774401,0.0846657285368518,1000-10000
79,25,2,Cal,0.003174728854882067,0.005652485688699997,0.07525001390034435,10000-100000
79,25,3,Cal,0.007881478247301118,0.003617567524485271,0.06066040903132744,100000-1000000
80,5,0,Cal,0.03362666537695819,0.056907411548286,0.24091111259686615,0-1000
80,5,1,Cal,0.04615747728812386,0.05852590952281239,0.24628524566529775,1000-10000
80,5,2,Cal,0.0763559870362503,0.04861725878979832,0.2333398713166662,10000-100000
80,5,3,Cal,0.08605725876605928,0.04369432983670362,0.2260534928352847,100000-1000000
80,10,0,Cal,-0.015571646253786658,0.024290307517305387,0.15662944705373397,0-1000
