pop,rep,n,bin,method,bias,variance,rmse,binlabel
CEU,2,5,0,Cal,-0.1611662034027261,0.22604580194508983,0.5020162816725556,0-1000
CEU,2,5,1,Cal,-0.012921502365794752,0.17779383157296322,0.4218539993840908,1000-10000
CEU,2,5,2,Cal,0.12658835443307154,0.14512248825844354,0.40143131384648667,10000-100000
CEU,2,5,3,Cal,0.2212887825216649,0.13050541340330024,0.4236438819022658,100000-1000000
CEU,2,10,0,Cal,-0.25369294166805395,0.13566087770085097,0.44723705834047517,0-1000
CEU,2,10,1,Cal,-0.16747830467753982,0.11096915070003856,0.37285135541888725,1000-10000
CEU,2,10,2,Cal,0.003596463482591196,0.08839827387531626,0.2973402233551624,10000-100000
CEU,2,10,3,Cal,0.08821711433105371,0.04136151202145193,0.22168394457504165,100000-1000000
CEU,2,25,0,Cal,-0.17582086883186268,0.08173967653316136,0.33563768329845267,0-1000
CEU,2,25,1,Cal,-0.10235577486910248,0.06700364623356554,0.27835292504771697,1000-10000
CEU,2,25,2,Cal,-0.01962331052435222,0.037696495341173857,0.19514499649519332,10000-100000
CEU,2,25,3,Cal,0.039554394066233484,0.016157376562636667,0.13312372685807575,100000-1000000
CEU,3,5,0,Cal,-0.17080562789806905,0.19417519884419257,0.4725989434667054,0-1000
CEU,3,5,1,Cal,-0.039774326284049866,0.2117100907894077,0.46183556361627,1000-10000
CEU,3,5,2,Cal,0.1032499241879372,0.1484722328641212,0.398914501753115,10000-100000
CEU,3,5,3,Cal,0.21133419451972116,0.1249120676538023,0.41179389192544086,100000-1000000
CEU,3,10,0,Cal,-0.20107627866949762,0.12855010271115874,0.41107392589987046,0-1000
CEU,3,10,1,Cal,-0.1278263986504405,0.11590527314882981,0.3636548656910439,1000-10000
CEU,3,10,2,Cal,-0.003844892778676074,0.08267444344400282,0.287557344967021,10000-100000
CEU,3,10,3,Cal,0.09884240707101793,0.042115182060322665,0.2277827989465304,100000-1000000
CEU,3,25,0,Cal,-0.18218885176939176,0.0834521366850538,0.3415331819810532,0-1000
CEU,3,25,1,Cal,-0.12850639033439934,0.07578200945159735,0.3038024058633742,1000-10000
CEU,3,25,2,Cal,-0.02050877177461329,0.04213039672839117,0.2062789529934994,10000-100000
CEU,3,25,3,Cal,0.03825900798257775,0.013043032290213901,0.12044411144603479,100000-1000000
CEU,4,5,0,Cal,-0.13902503703188102,0.19181430459859272,0.45950219316158725,0-1000
CEU,4,5,1,Cal,-0.02813489776795457,0.18457460631749384,0.430541727118182,1000-10000
CEU,4,5,2,Cal,0.12980466548332623,0.16210197630887133,0.4230262728130601,10000-100000
CEU,4,5,3,Cal,0.20201721475820522,0.12688739550253778,0.4095098906756717,100000-1000000
CEU,4,10,0,Cal,-0.23393601699224156,0.14245322072643923,0.4440487369339469,0-1000
CEU,4,10,1,Cal,-0.13492583098953778,0.13366477624156317,0.38970470373063304,1000-10000
CEU,4,10,2,Cal,-0.0004781038730761955,0.07448158995679424,0.27291357338928324,10000-100000
CEU,4,10,3,Cal,0.07971407512081022,0.02954025298812022,0.18945866768370984,100000-1000000
CEU,4,25,0,Cal,-0.17388420553231093,0.08452322890453175,0.33876089774077334,0-1000
CEU,4,25,1,Cal,-0.1343904712068933,0.06699954967450211,0.29165107307485244,1000-10000
CEU,4,25,2,Cal,-0.009561240588392443,0.03466993598673642,0.18644396828089008,10000-100000
CEU,4,25,3,Cal,0.03804777548249192,0.01144133077079303,0.11352957319552973,100000-1000000
CEU,5,5,0,Cal,-0.1322279511219514,0.20182948889632374,0.46830942757351457,0-1000
CEU,5,5,1,Cal,-0.06219485436225661,0.16923537691774826,0.4160571797564495,1000-10000
CEU,5,5,2,Cal,0.11636006997554954,0.13478339098561296,0.38512732553056755,10000-100000
CEU,5,5,3,Cal,0.20296295815778195,0.12602377013577679,0.40892264857786287,100000-1000000
CEU,5,10,0,Cal,-0.24315565368238165,0.13852245079158837,0.44457521603131983,0-1000
CEU,5,10,1,Cal,-0.1403155479124469,0.124143788215756,0.37925221317973373,1000-10000
CEU,5,10,2,Cal,-0.009959283307356626,0.05267937718128228,0.2297358581181407,10000-100000
CEU,5,10,3,Cal,0.07168157974365856,0.03805980096808218,0.20784140550580546,100000-1000000
CEU,5,25,0,Cal,-0.19571712946823802,0.09886668609978846,0.3703672243423755,0-1000
CEU,5,25,1,Cal,-0.13888277473865226,0.06052569481750465,0.28251392874796794,1000-10000
CEU,5,25,2,Cal,-0.022157713143332744,0.035323523253440355,0.18924715983386006,10000-100000
CEU,5,25,3,Cal,0.04164166666226606,0.012346286387288675,0.11866050223094438,100000-1000000
CEU,6,5,0,Cal,-0.1340905823687924,0.21468672293189367,0.48235568537324774,0-1000
CEU,6,5,1,Cal,-0.0362798358633822,0.18823866697658687,0.4353790227685078,1000-10000
CEU,6,5,2,Cal,0.136322151144919,0.1520368505747823,0.4130624401559169,10000-100000
CEU,6,5,3,Cal,0.1847562673205814,0.11176409480224575,0.38196724089439904,100000-1000000
CEU,6,10,0,Cal,-0.2444581753389256,0.12861588244329275,0.43402267444608195,0-1000
CEU,6,10,1,Cal,-0.10793148408951314,0.1094457869082237,0.34798705746907965,1000-10000
CEU,6,10,2,Cal,0.019373397479819983,0.06456363143108568,0.25483123819696196,10000-100000
CEU,6,10,3,Cal,0.09158181966099127,0.04185205627851278,0.2241412188128973,100000-1000000
CEU,6,25,0,Cal,-0.2022258998869219,0.08318401483467149,0.35224895943032514,0-1000
CEU,6,25,1,Cal,-0.12598699367993982,0.07944208736510389,0.3087309669301301,1000-10000
CEU,6,25,2,Cal,-0.009898428599560883,0.041775654912226574,0.20463048111404905,10000-100000
CEU,6,25,3,Cal,0.04265444208045939,0.017199422023550733,0.1379087504574891,100000-1000000
CEU,7,5,0,Cal,-0.12054260990377197,0.21082304258886997,0.47471419126805436,0-1000
CEU,7,5,1,Cal,-0.07089048830215475,0.18239399549301374,0.43291968865452596,1000-10000
CEU,7,5,2,Cal,0.12410373200599378,0.13983555179776394,0.39400163463566934,10000-100000
CEU,7,5,3,Cal,0.21567051945426322,0.11784664700352225,0.40541388723771415,100000-1000000
CEU,7,10,0,Cal,-0.2671341061196303,0.1276448632775987,0.4461003182356325,0-1000
CEU,7,10,1,Cal,-0.1573177582737263,0.11875698528822308,0.3788216761967214,1000-10000
CEU,7,10,2,Cal,-0.025161890811140696,0.07862748788111636,0.28153260669114,10000-100000
CEU,7,10,3,Cal,0.07572010571055843,0.031044028424481587,0.1917747711074106,100000-1000000
CEU,7,25,0,Cal,-0.206796678442116,0.09077744582643266,0.36543441551272177,0-1000
CEU,7,25,1,Cal,-0.11821925771976595,0.08211154218748463,0.3099795720419284,1000-10000
CEU,7,25,2,Cal,0.009760777903515303,0.036394763040656156,0.1910236525300935,10000-100000
CEU,7,25,3,Cal,0.035958386998660836,0.012191173446189913,0.11612139786333685,100000-1000000
CEU,8,5,0,Cal,-0.1471365085118079,0.22115429017943228,0.4927508927607109,0-1000
CEU,8,5,1,Cal,-0.05895994013748666,0.1814000230600298,0.4299724381876655,1000-10000
CEU,8,5,2,Cal,0.13190035368703987,0.16177465828872822,0.42328756370993753,10000-100000
CEU,8,5,3,Cal,0.19779047066783068,0.11295236112697517,0.38996593622261055,100000-1000000
CEU,8,10,0,Cal,-0.22606910596478116,0.14478517549095116,0.44259735218668744,0-1000
CEU,8,10,1,Cal,-0.1233787621916507,0.11182073404759009,0.35643099333185657,1000-10000
CEU,8,10,2,Cal,-0.0042995267901477525,0.0741230623867457,0.2722894568604611,10000-100000
CEU,8,10,3,Cal,0.08591327096724612,0.042392967099110695,0.22310100230030824,100000-1000000
CEU,8,25,0,Cal,-0.1786250403122417,0.08242742969727367,0.3381336048425587,0-1000
CEU,8,25,1,Cal,-0.10450637989534141,0.06187726615723767,0.2698126194158959,1000-10000
CEU,8,25,2,Cal,0.0006127574095608113,0.03810661342065197,0.19521011472845085,10000-100000
CEU,8,25,3,Cal,0.044715228481618886,0.017372321016967698,0.1391825156947922,100000-1000000
CEU,9,5,0,Cal,-0.12456976324785543,0.215008416179058,0.48013127589721205,0-1000
CEU,9,5,1,Cal,-0.013383904581741008,0.20801656639386618,0.45628466476062873,1000-10000
CEU,9,5,2,Cal,0.1492435113364126,0.1571893763833797,0.4236307378595203,10000-100000
CEU,9,5,3,Cal,0.22729495183723913,0.12547311093596356,0.42087540444489796,100000-1000000
CEU,9,10,0,Cal,-0.2174664474536497,0.1580154390433669,0.4531082594827398,0-1000
CEU,9,10,1,Cal,-0.13131801040768493,0.10415723126038065,0.3484273971974843,1000-10000
CEU,9,10,2,Cal,-0.035730852174487494,0.07909247586948069,0.283494567261166,10000-100000
CEU,9,10,3,Cal,0.0772159225168079,0.03523021504256884,0.20295938936814556,100000-1000000
CEU,9,25,0,Cal,-0.15094758303728945,0.09295039421396895,0.34019930487696226,0-1000
CEU,9,25,1,Cal,-0.1254694152935229,0.06344456428849636,0.2814020939200611,1000-10000
CEU,9,25,2,Cal,-0.004053049894741713,0.03788763920313378,0.19468966694866743,10000-100000
CEU,9,25,3,Cal,0.052710871328831156,0.015797808319253537,0.13629469643202605,100000-1000000
CEU,10,5,0,Cal,-0.1494890897034188,0.1794371123978973,0.4492038516511786,0-1000
CEU,10,5,1,Cal,-0.06089849838602439,0.17210446171772886,0.4193007140745189,1000-10000
CEU,10,5,2,Cal,0.1162784198403066,0.14928201836169933,0.40348815259218945,10000-100000
CEU,10,5,3,Cal,0.19772625264355853,0.11738613145874663,0.39557780833005657,100000-1000000
CEU,10,10,0,Cal,-0.2296181073732596,0.14327683118576484,0.4427203478714782,0-1000
CEU,10,10,1,Cal,-0.14543099668728396,0.1077646498083012,0.35904710638822585,1000-10000
CEU,10,10,2,Cal,0.0017115146733754274,0.0767552627786284,0.2770526882401714,10000-100000
CEU,10,10,3,Cal,0.08125170592330493,0.03577613442063352,0.2058591123464802,100000-1000000
CEU,10,25,0,Cal,-0.17807124509242558,0.07678642618644295,0.3293869980967823,0-1000
CEU,10,25,1,Cal,-0.13232340122730446,0.06887340787326039,0.2939096636479015,1000-10000
CEU,10,25,2,Cal,0.010248180259215168,0.03590834707175282,0.18977189536487796,10000-100000
CEU,10,25,3,Cal,0.04628509192615218,0.015594330643647165,0.1331789787401132,100000-1000000
CEU,11,5,0,Cal,-0.12411019781293212,0.2157912702550066,0.480827007827318,0-1000
CEU,11,5,1,Cal,-0.0543178004783124,0.18843346818216034,0.4374744468319974,1000-10000
CEU,11,5,2,Cal,0.13117529172709552,0.1311285487258121,0.38514348739852877,10000-100000
CEU,11,5,3,Cal,0.2286575513169049,0.13372277033749255,0.43128534186978296,100000-1000000
CEU,11,10,0,Cal,-0.24331305639824044,0.11747750507174264,0.4203317124433939,0-1000
CEU,11,10,1,Cal,-0.13862177257579408,0.11747295538309148,0.36971468893613985,1000-10000
CEU,11,10,2,Cal,-0.0038767313752058347,0.07948352015764856,0.28195487086376797,10000-100000
CEU,11,10,3,Cal,0.09270872097637611,0.047949948162150535,0.2377916211880185,100000-1000000
CEU,11,25,0,Cal,-0.1998036951154912,0.0975792574377127,0.370810968041018,0-1000
CEU,11,25,1,Cal,-0.1290792715871464,0.07344706083896547,0.3001808108331273,1000-10000
CEU,11,25,2,Cal,-0.007656168895227345,0.03206936414709002,0.17924279921169015,10000-100000
CEU,11,25,3,Cal,0.043144250590581606,0.014511660091266098,0.12795736184483095,100000-1000000
CEU,12,5,0,Cal,-0.17027948758644768,0.2259299292971036,0.5049010132588434,0-1000
CEU,12,5,1,Cal,-0.06032854354482151,0.1860914995268328,0.4355812584272563,1000-10000
CEU,12,5,2,Cal,0.13668762921250935,0.1564140622582366,0.4184466157563866,10000-100000
CEU,12,5,3,Cal,0.20899962938901503,0.11947760457253487,0.4039287680486257,100000-1000000
CEU,12,10,0,Cal,-0.2200258614955404,0.12952093110757987,0.42182023521215123,0-1000
CEU,12,10,1,Cal,-0.15395676844370607,0.10023169266572199,0.3520431496497992,1000-10000
CEU,12,10,2,Cal,-0.03424916723595275,0.07251903446580271,0.2714627781522892,10000-100000
CEU,12,10,3,Cal,0.0732510094725558,0.03376803035507128,0.19782249807294353,100000-1000000
CEU,12,25,0,Cal,-0.20278092479976734,0.08650695841965435,0.3572492993447338,0-1000
CEU,12,25,1,Cal,-0.1070815616783346,0.06345345142768834,0.2737150201928263,1000-10000
CEU,12,25,2,Cal,-0.013147006350338709,0.02795880789827189,0.16772492860111085,10000-100000
CEU,12,25,3,Cal,0.051886736711402565,0.02004889125137472,0.15080160708007434,100000-1000000
CEU,13,5,0,Cal,-0.12875022861709162,0.19987472925811894,0.46524332410801156,0-1000
CEU,13,5,1,Cal,-0.054674869620164816,0.1808638265518043,0.4287810256060619,1000-10000
CEU,13,5,2,Cal,0.13003190931419187,0.16919962635836272,0.4314022760698614,10000-100000
CEU,13,5,3,Cal,0.19090015864977744,0.09892663093139137,0.36792594567915643,100000-1000000
CEU,13,10,0,Cal,-0.22977779571290383,0.13078980941019316,0.42847128820129143,0-1000
CEU,13,10,1,Cal,-0.15346072755508916,0.11345906614321834,0.37014762061231143,1000-10000
CEU,13,10,2,Cal,0.0017047273724806221,0.06132993978286917,0.2476546908061377,10000-100000
CEU,13,10,3,Cal,0.08069243563774009,0.03886478772002323,0.21301656482342884,100000-1000000
CEU,13,25,0,Cal,-0.18121781422515068,0.08537033498950447,0.3438171478883008,0-1000
CEU,13,25,1,Cal,-0.10890018821236822,0.05783833412582408,0.26400300210132704,1000-10000
CEU,13,25,2,Cal,-0.01795844488339693,0.03841393873322254,0.1968157627728342,10000-100000
CEU,13,25,3,Cal,0.05289924215679093,0.01754999247007441,0.14264754568809523,100000-1000000
CEU,14,5,0,Cal,-0.13312253841665636,0.2122173179270968,0.47951947631101594,0-1000
CEU,14,5,1,Cal,-0.04105662514034618,0.2033224105040152,0.45277815425650797,1000-10000
CEU,14,5,2,Cal,0.1340992135705637,0.1583726769771391,0.4199467538359867,10000-100000
CEU,14,5,3,Cal,0.23883882271769472,0.14073769035481815,0.44472651550362113,100000-1000000
CEU,14,10,0,Cal,-0.24813382352241228,0.13573942824316945,0.4441957030623114,0-1000
CEU,14,10,1,Cal,-0.13023565466431125,0.11129679721339843,0.3581314325205764,1000-10000
CEU,14,10,2,Cal,0.03190699387415242,0.07428264007612924,0.2744097234687839,10000-100000
CEU,14,10,3,Cal,0.09101194977866157,0.037676882451790156,0.21438296913305352,100000-1000000
CEU,14,25,0,Cal,-0.165904869539456,0.07070364863776893,0.313413583583534,0-1000
CEU,14,25,1,Cal,-0.10881289135335255,0.05443138623159069,0.25743277094470157,1000-10000
CEU,14,25,2,Cal,-0.004708325945055151,0.045797044044868084,0.21405422765755636,10000-100000
CEU,14,25,3,Cal,0.0539345594924357,0.016422338874975444,0.13903695761422044,100000-1000000
CEU,15,5,0,Cal,-0.16450764956746844,0.23771551580693115,0.5145661109839474,0-1000
CEU,15,5,1,Cal,-0.04012492369963378,0.21820132919304658,0.46884041922060005,1000-10000
CEU,15,5,2,Cal,0.10905598806459393,0.15463923489137021,0.4080838681253096,10000-100000
CEU,15,5,3,Cal,0.21873109753088102,0.11969159409878136,0.4093102577823394,100000-1000000
CEU,15,10,0,Cal,-0.24634516303278023,0.1340034220862824,0.4412361742150449,0-1000
CEU,15,10,1,Cal,-0.14461975726812512,0.1277020090148004,0.3855086032854414,1000-10000
CEU,15,10,2,Cal,-0.0029682870953599443,0.058039193454128724,0.24093153422167304,10000-100000
CEU,15,10,3,Cal,0.06877204814359521,0.026992022941883454,0.1781056359235957,100000-1000000
CEU,15,25,0,Cal,-0.1995688535202951,0.08114302071827324,0.3478084933029644,0-1000
CEU,15,25,1,Cal,-0.11656878458813803,0.07072272944700746,0.2903635841274921,1000-10000
CEU,15,25,2,Cal,-0.004778627227550789,0.027120450341683703,0.16475219458284493,10000-100000
CEU,15,25,3,Cal,0.04803368906484185,0.01615626989713871,0.13588048124111357,100000-1000000
CEU,16,5,0,Cal,-0.19366289517261084,0.21795990261252612,0.50543567303779,0-1000
CEU,16,5,1,Cal,-0.03292698735500514,0.19264886385279623,0.44015116761071177,1000-10000
CEU,16,5,2,Cal,0.14635072227344886,0.14162034176491303,0.40378072722069486,10000-100000
CEU,16,5,3,Cal,0.21001046067407117,0.122252302709398,0.4078684791718203,100000-1000000
CEU,16,10,0,Cal,-0.22286005682402218,0.13352984625799802,0.42801454553041113,0-1000
CEU,16,10,1,Cal,-0.15764935815082107,0.12607799936841904,0.3884988024354578,1000-10000
CEU,16,10,2,Cal,-0.008962289675032861,0.06607254445839311,0.25720199667695487,10000-100000
CEU,16,10,3,Cal,0.07510896701731484,0.03617927119711183,0.20450092450529392,100000-1000000
CEU,16,25,0,Cal,-0.15926631768482735,0.06787516106797985,0.30535376371818995,0-1000
CEU,16,25,1,Cal,-0.09420426194249674,0.06673600755969196,0.2749735451417509,1000-10000
CEU,16,25,2,Cal,0.003032656335683097,0.038493511506900134,0.19622107050811463,10000-100000
CEU,16,25,3,Cal,0.04071611160177016,0.013411931480207957,0.12275884173523209,100000-1000000
CEU,17,5,0,Cal,-0.15311099315217508,0.23326859628144767,0.5066671219898653,0-1000
CEU,17,5,1,Cal,-0.01803197693525432,0.2033357061396487,0.45128799932176594,1000-10000
CEU,17,5,2,Cal,0.09150319230081759,0.15737079731060855,0.4071162383298521,10000-100000
CEU,17,5,3,Cal,0.177387582436672,0.10045374434015215,0.3632080653604477,100000-1000000
CEU,17,10,0,Cal,-0.213025947762239,0.11125903464507161,0.3957765645728304,0-1000
CEU,17,10,1,Cal,-0.13059186856643867,0.11051299372438848,0.3571655496545859,1000-10000
CEU,17,10,2,Cal,0.01113923330702121,0.0684075283524618,0.26178542906573327,10000-100000
CEU,17,10,3,Cal,0.07752736703558855,0.03766330876728923,0.20898277777549062,100000-1000000
CEU,17,25,0,Cal,-0.183327212988702,0.09228067343618448,0.354809160617915,0-1000
CEU,17,25,1,Cal,-0.15806644823999685,0.07993013262267927,0.3239060584210905,1000-10000
CEU,17,25,2,Cal,-0.026097740480130048,0.03779549763658555,0.19615450465068035,10000-100000
CEU,17,25,3,Cal,0.04342188972955596,0.015258346070431588,0.1309343598071847,100000-1000000
CEU,18,5,0,Cal,-0.16898476450576916,0.19198070753206006,0.4696132005886657,0-1000
CEU,18,5,1,Cal,-0.008189627791630604,0.21612118362958285,0.4649604860984945,1000-10000
CEU,18,5,2,Cal,0.11205448598982358,0.15227198362883027,0.40599038345664523,10000-100000
CEU,18,5,3,Cal,0.22650070650258228,0.12646292666388123,0.4216224575494647,100000-1000000
CEU,18,10,0,Cal,-0.22018158932776294,0.13414614306297307,0.42734772181664044,0-1000
CEU,18,10,1,Cal,-0.1550758654916578,0.12647045527835407,0.3879677555369013,1000-10000
CEU,18,10,2,Cal,0.00046527575655577746,0.08007684130833854,0.28297889990221564,10000-100000
CEU,18,10,3,Cal,0.0600566748915273,0.025682467326005556,0.17114108660702188,100000-1000000
CEU,18,25,0,Cal,-0.1710640284039972,0.07509537637099527,0.3230453190882029,0-1000
CEU,18,25,1,Cal,-0.0957712444510062,0.06115018990972297,0.26518356128051634,1000-10000
CEU,18,25,2,Cal,-0.014763162149449815,0.03439999193108156,0.1860589769071423,10000-100000
CEU,18,25,3,Cal,0.04609430065413252,0.011599313243139103,0.11714946775778652,100000-1000000
CEU,19,5,0,Cal,-0.15125844351323095,0.2089891882279521,0.4815270552751915,0-1000
CEU,19,5,1,Cal,-0.058968841944620314,0.18726193127199653,0.43673705543757807,1000-10000
CEU,19,5,2,Cal,0.11867662721618871,0.15161397034314072,0.407060329915052,10000-100000
CEU,19,5,3,Cal,0.22369089424634708,0.13158954039809484,0.4261773768829421,100000-1000000
CEU,19,10,0,Cal,-0.20246451798352766,0.12647797381029555,0.4092308087773912,0-1000
CEU,19,10,1,Cal,-0.1544498247159345,0.13391775383078053,0.39720586877029324,1000-10000
CEU,19,10,2,Cal,0.0012434167265128182,0.07462764437026848,0.2731834373739086,10000-100000
CEU,19,10,3,Cal,0.10352058845146754,0.046852766018610915,0.23993598782164594,100000-1000000
CEU,19,25,0,Cal,-0.2029419951143747,0.08771600018668427,0.35902848573293894,0-1000
CEU,19,25,1,Cal,-0.14685241892904902,0.06416898133368507,0.2928047374599632,1000-10000
CEU,19,25,2,Cal,0.0006532275386654385,0.028815640887167603,0.16975296048489072,10000-100000
CEU,19,25,3,Cal,0.04973345407940011,0.019658753011792443,0.14876884575226174,100000-1000000
CEU,20,5,0,Cal,-0.1496759588450926,0.1955355945745209,0.46683882361123175,0-1000
CEU,20,5,1,Cal,-0.08359197349148982,0.18961563119568436,0.4433996495576945,1000-10000
CEU,20,5,2,Cal,0.11378189979598709,0.14689787726468673,0.3998052000485621,10000-100000
CEU,20,5,3,Cal,0.20877225678103975,0.11771706152420006,0.40162534372926273,100000-1000000
CEU,20,10,0,Cal,-0.2048041089327981,0.11839075573096046,0.40041912887213305,0-1000
CEU,20,10,1,Cal,-0.16664136815654898,0.11683532614771469,0.3802692095460809,1000-10000
CEU,20,10,2,Cal,0.003163604573576487,0.06439978062827616,0.2537908371517264,10000-100000
CEU,20,10,3,Cal,0.09062234112837729,0.040414160834581755,0.2205143295710502,100000-1000000
CEU,20,25,0,Cal,-0.18222090466658655,0.0838459123989599,0.34212624935317243,0-1000
CEU,20,25,1,Cal,-0.1307470699337895,0.06696592845211645,0.28993227614114936,1000-10000
CEU,20,25,2,Cal,-0.03155366101481234,0.04308630366096354,0.20995698889153758,10000-100000
CEU,20,25,3,Cal,0.041060626356299056,0.011129841668594969,0.11320696403210613,100000-1000000
CEU,21,5,0,Cal,-0.15222367605566833,0.17842292073940855,0.44899328312493675,0-1000
CEU,21,5,1,Cal,-0.04636860624404671,0.1740399947582076,0.41974997606101544,1000-10000
CEU,21,5,2,Cal,0.10667815165936695,0.12949489039353893,0.375333343089843,10000-100000
CEU,21,5,3,Cal,0.19676311429460028,0.11753864158850007,0.39529022848460343,100000-1000000
CEU,21,10,0,Cal,-0.2397549150471194,0.1328218336074425,0.4362387567567718,0-1000
CEU,21,10,1,Cal,-0.14507344070698192,0.12099234583289917,0.37688015207949244,1000-10000
CEU,21,10,2,Cal,-0.01183138443496764,0.07550502099301216,0.27503636605121906,10000-100000
CEU,21,10,3,Cal,0.07832250048436629,0.0385301098528161,0.21133983045072138,100000-1000000
CEU,21,25,0,Cal,-0.19505925183206274,0.10454129564395831,0.37761012614764766,0-1000
CEU,21,25,1,Cal,-0.1387327764462686,0.07673416428924723,0.30980792041156335,1000-10000
CEU,21,25,2,Cal,0.001620755624801571,0.04179202109229825,0.20443739369570718,10000-100000
CEU,21,25,3,Cal,0.043296794211484795,0.01581167718930817,0.1329898100543791,100000-1000000
CEU,22,5,0,Cal,-0.14360403307495065,0.22499161160723305,0.49559431990552977,0-1000
CEU,22,5,1,Cal,-0.028382888840760404,0.22595925808851497,0.4761983268213591,1000-10000
CEU,22,5,2,Cal,0.12644043603624494,0.1630893482986155,0.4231743519681353,10000-100000
CEU,22,5,3,Cal,0.19382545394191422,0.11712794843170997,0.39331444802790944,100000-1000000
CEU,22,10,0,Cal,-0.23151123995444364,0.13040070340346147,0.42895006426005516,0-1000
CEU,22,10,1,Cal,-0.17752138744696208,0.13064417243434667,0.40268848435911486,1000-10000
CEU,22,10,2,Cal,0.01618745549083319,0.08449524184630244,0.29113102816699243,10000-100000
CEU,22,10,3,Cal,0.1020038535172344,0.04852561129479735,0.24275583912063323,100000-1000000
CEU,22,25,0,Cal,-0.17522218111499316,0.08092231515985138,0.3341034688753573,0-1000
CEU,22,25,1,Cal,-0.12532361645088116,0.06613576279096077,0.2860800091430513,1000-10000
CEU,22,25,2,Cal,-0.005467398387788842,0.03643605884514027,0.19096060140843468,10000-100000
CEU,22,25,3,Cal,0.04478687092701064,0.01645065167244054,0.13585475876785932,100000-1000000
CEU,23,5,0,Cal,-0.1630842337880204,0.20454938336917777,0.48077630003922145,0-1000
CEU,23,5,1,Cal,-0.05708232865988734,0.19501502709486396,0.4452790353700692,1000-10000
CEU,23,5,2,Cal,0.1251818980402321,0.17530339208014115,0.4370056060019096,10000-100000
CEU,23,5,3,Cal,0.2109639693443609,0.11712929558145653,0.40203866971099306,100000-1000000
CEU,23,10,0,Cal,-0.2751465493218721,0.13062734096489936,0.45423888491479103,0-1000
CEU,23,10,1,Cal,-0.15136323534840299,0.12713965171745406,0.38736349948412807,1000-10000
CEU,23,10,2,Cal,0.006438595816952188,0.08467805076343721,0.29106615447270967,10000-100000
CEU,23,10,3,Cal,0.07419117616316662,0.034271934545703486,0.1994398785754181,100000-1000000
CEU,23,25,0,Cal,-0.19551805282363105,0.0976496010213262,0.3686148532021877,0-1000
CEU,23,25,1,Cal,-0.0861038023254073,0.06344013814151035,0.26618415226381,1000-10000
CEU,23,25,2,Cal,-0.015830727905176367,0.04207298899123467,0.2057270058530051,10000-100000
CEU,23,25,3,Cal,0.04127088748540476,0.014607544291458647,0.1277138616019874,100000-1000000
CEU,24,5,0,Cal,-0.1582531635020658,0.2435054869484153,0.5182176673047986,0-1000
CEU,24,5,1,Cal,-0.03490641180225442,0.2154212556204396,0.46544571456330774,1000-10000
CEU,24,5,2,Cal,0.10024133095542802,0.16183836062953127,0.41459219126901914,10000-100000
CEU,24,5,3,Cal,0.19467671026661665,0.10916389508974059,0.38348783111067913,100000-1000000
CEU,24,10,0,Cal,-0.26376127118834314,0.14865147332762585,0.4671418216200692,0-1000
CEU,24,10,1,Cal,-0.16010496047224967,0.12819544193500257,0.39221045409680655,1000-10000
CEU,24,10,2,Cal,0.0024319392303913095,0.07802747518067651,0.27934457128982626,10000-100000
CEU,24,10,3,Cal,0.0682503382556624,0.030845073620970238,0.18842288155365466,100000-1000000
CEU,24,25,0,Cal,-0.19729050044324625,0.08558187418021061,0.35285324958877334,0-1000
CEU,24,25,1,Cal,-0.1298801285738009,0.08383749928833527,0.3173426335787272,1000-10000
CEU,24,25,2,Cal,-0.014637422372235616,0.045782062766852934,0.21446751945354373,10000-100000
CEU,24,25,3,Cal,0.04525122526208453,0.013964133675217536,0.12653776931389873,100000-1000000
CEU,25,5,0,Cal,-0.1495705604024967,0.23645184233442507,0.5087466902826415,0-1000
CEU,25,5,1,Cal,-0.05362152565440263,0.1926049342774432,0.44213143101452196,1000-10000
CEU,25,5,2,Cal,0.0921143182107005,0.1595400045018632,0.4099085899579141,10000-100000
CEU,25,5,3,Cal,0.2098493084890466,0.13065599222452653,0.4179625874379878,100000-1000000
CEU,25,10,0,Cal,-0.22764318635146863,0.12462651073453379,0.4200570568705914,0-1000
CEU,25,10,1,Cal,-0.16082219845443058,0.1182315356943598,0.37959888726137764,1000-10000
CEU,25,10,2,Cal,0.0033088588232629505,0.06577493974158301,0.25648759870273513,10000-100000
CEU,25,10,3,Cal,0.08068481183675504,0.03633417915233537,0.2069884489856087,100000-1000000
CEU,25,25,0,Cal,-0.18543450549479912,0.07354207895293877,0.3285240246634018,0-1000
CEU,25,25,1,Cal,-0.12412777844547185,0.060150407617736164,0.2748783603697175,1000-10000
CEU,25,25,2,Cal,-0.022990164082465226,0.03410436520369026,0.18609920163243296,10000-100000
CEU,25,25,3,Cal,0.04854203630387481,0.017974567199827655,0.1425864526817129,100000-1000000
CEU,26,5,0,Cal,-0.12126454691311438,0.23478581747830327,0.49949064837727064,0-1000
CEU,26,5,1,Cal,-0.01962558534169496,0.19912642901884753,0.4466672056675436,1000-10000
CEU,26,5,2,Cal,0.14183313610697496,0.15028375918568096,0.41279583050658425,10000-100000
CEU,26,5,3,Cal,0.21378243719264794,0.12405973609245095,0.412022652950635,100000-1000000
CEU,26,10,0,Cal,-0.2489164679798755,0.13024619467763834,0.43841259414986555,0-1000
