rep,n,bin,method,bias,variance,rmse,binlabel,pop
64,25,3,Samp,0.037291526960670035,0.004009493924148453,0.07348572587385141,100000-1000000,CEU
64,25,3,BS,-0.004107012176479307,0.004355603787229021,0.06612466511254912,100000-1000000,CEU
64,25,3,Rag,-0.003951218071164494,0.004483501193485913,0.06707543005998404,100000-1000000,CEU
64,25,3,Supp,-0.004283856350927046,1.1651996257867319,1.0794526285168642,100000-1000000,CEU
64,25,3,Cal,0.013902439980201336,0.0029529512895454762,0.0560912571346781,100000-1000000,CEU
64,25,3,mCal,-0.00540711749441443,0.003079990231727007,0.05576044432503573,100000-1000000,CEU
64,25,3,Flex,0.002020132896310473,0.0035310615063252147,0.05945706386329525,100000-1000000,CEU
65,5,0,Samp,0.09051086849092167,0.05896692975849692,0.25915081916420374,0-1000,CEU
65,5,0,BS,-0.049211462976387496,0.09593348935011195,0.31361641767992365,0-1000,CEU
65,5,0,Rag,-0.03358236897242107,0.3135409430960805,0.5609534014531692,0-1000,CEU
65,5,0,Supp,0.08132625906342693,0.8153780330422644,0.9066377410275375,0-1000,CEU
65,5,0,Cal,-0.01161442667228509,0.05469868758477046,0.23416571587595042,0-1000,CEU
65,5,0,mCal,-0.06932893967496892,0.06837324489351579,0.2705175535339089,0-1000,CEU
65,5,0,Flex,-0.05150799474876894,0.07768340454578944,0.2834369031527628,0-1000,CEU
65,5,1,Samp,0.16793399918453605,0.089905511040895,0.3436674833658354,1000-10000,CEU
65,5,1,BS,-0.00311304115937929,0.1452921669701072,0.3811848081906822,1000-10000,CEU
65,5,1,Rag,-0.02206636741965452,0.22159408406326156,0.47125471736032604,1000-10000,CEU
65,5,1,Supp,0.1013353482782523,0.9792587894450511,0.9947500400883258,1000-10000,CEU
65,5,1,Cal,0.03662066493204837,0.0774779723514291,0.28074729820871736,1000-10000,CEU
65,5,1,mCal,-0.03412810278196817,0.09266023245642668,0.3063086023211285,1000-10000,CEU
65,5,1,Flex,-0.012864489109902162,0.11078239871862218,0.3330884173889584,1000-10000,CEU
65,5,2,Samp,0.2137352122166944,0.06964710084125778,0.339602476113725,10000-100000,CEU
65,5,2,BS,-0.012557077442224774,0.12155146175712578,0.34886837338889837,10000-100000,CEU
65,5,2,Rag,0.015666302768316157,0.19694834358809027,0.4440650590065816,10000-100000,CEU
65,5,2,Supp,0.18508715811453955,1.155170884058282,1.0906090684370813,10000-100000,CEU
65,5,2,Cal,0.06790282161615395,0.04980937811218406,0.2332813136443193,10000-100000,CEU
65,5,2,mCal,-0.02432845066212447,0.06057929493875054,0.24732805835644683,10000-100000,CEU
65,5,2,Flex,-0.014510495844035926,0.07740743716665989,0.27860005681316663,10000-100000,CEU
65,5,3,Samp,0.23351546176892685,0.06031181582095074,0.3388824083750968,100000-1000000,CEU
