rep,n,method,rmse
48,25,Supp,1088.5415763094747
48,25,Cal,8.874423303947193
48,25,mCal,6.4295779793188315
48,25,Flex,6.459612096170043
49,5,BS,24.22998774445019
49,5,Rag,25.35578812748733
49,5,Supp,139.87850106717886
49,5,Cal,42.64290921374112
49,5,mCal,17.180011499087563
49,5,Flex,20.50544185562044
49,10,BS,14.863426256072994
49,10,Rag,23.14957165192242
49,10,Supp,127.16087182093999
49,10,Cal,20.488833250040237
49,10,mCal,12.300299632961984
49,10,Flex,13.512566811848554
49,25,BS,6.286785834431808
49,25,Rag,9.569112307642893
49,25,Supp,319.0756252476319
49,25,Cal,8.010052857934483
49,25,mCal,6.282356812749187
49,25,Flex,5.685680906330692
